,sample_id,X.query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
155,Lys2_ev_pop2_6,14_6_2811042-3146373_208,287.DR97_6143,0,1613,"COG4993@1|root,COG4993@2|Bacteria,1MUQX@1224|Proteobacteria,1RN5D@1236|Gammaproteobacteria,1YD1I@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,PQQ-like domain,gcd,-,"1.1.5.2,1.1.5.8","ko:K00117,ko:K05358","ko00030,ko00400,ko01100,ko01110,ko01130,map00030,map00400,map01100,map01110,map01130",-,"R01873,R02415,R06620","RC00066,RC00154,RC00206","ko00000,ko00001,ko01000",-,-,-,"PQQ,PQQ_2"
156,Lys2_ev_pop1_3,13_3_2835111-3078848_156,287.DR97_6112,2.42E-120,343,"COG3265@1|root,COG3265@2|Bacteria,1RHD0@1224|Proteobacteria,1RP41@1236|Gammaproteobacteria,1YFZY@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Shikimate kinase,gntK,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0046316",2.7.1.12,ko:K00851,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200",-,R01737,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,"iUTI89_1310.UTI89_C3945,iYL1228.KPN_03801","AAA_33,SKI"
157,Lys2_ev_pop2_3,14_3_2890191-3084703_128,287.DR97_6112,2.42E-120,343,"COG3265@1|root,COG3265@2|Bacteria,1RHD0@1224|Proteobacteria,1RP41@1236|Gammaproteobacteria,1YFZY@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Shikimate kinase,gntK,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0046316",2.7.1.12,ko:K00851,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200",-,R01737,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,"iUTI89_1310.UTI89_C3945,iYL1228.KPN_03801","AAA_33,SKI"
158,Lys2_ev_pop2_6,14_6_2811042-3146373_180,287.DR97_6112,2.42E-120,343,"COG3265@1|root,COG3265@2|Bacteria,1RHD0@1224|Proteobacteria,1RP41@1236|Gammaproteobacteria,1YFZY@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Shikimate kinase,gntK,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0046316",2.7.1.12,ko:K00851,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200",-,R01737,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,"iUTI89_1310.UTI89_C3945,iYL1228.KPN_03801","AAA_33,SKI"
159,Lys2_ev_pop2_6,14_6_2811042-3146373_238,287.DR97_6173,1.29E-183,511,"COG1082@1|root,COG1082@2|Bacteria,1MVBP@1224|Proteobacteria,1RMCF@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Xylose isomerase domain protein TIM barrel,kguE,-,-,-,-,-,-,-,-,-,-,-,AP_endonuc_2
160,Lys2_ev_pop1_3,13_3_2835111-3078848_1,287.DR97_5701,1.22E-124,356,"COG0625@1|root,COG0625@2|Bacteria,1RA4Y@1224|Proteobacteria,1S2I8@1236|Gammaproteobacteria,1YDFS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,maleylacetoacetate isomerase,maiA,-,"5.2.1.2,5.2.1.4","ko:K01800,ko:K01801","ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",M00044,"R03181,R03868",RC00867,"ko00000,ko00001,ko00002,ko01000",-,-,-,"GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3"
161,Lys2_ev_pop2_6,14_6_2811042-3146373_25,287.DR97_5701,2.61E-151,425,"COG0625@1|root,COG0625@2|Bacteria,1RA4Y@1224|Proteobacteria,1S2I8@1236|Gammaproteobacteria,1YDFS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,maleylacetoacetate isomerase,maiA,-,"5.2.1.2,5.2.1.4","ko:K01800,ko:K01801","ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",M00044,"R03181,R03868",RC00867,"ko00000,ko00001,ko00002,ko01000",-,-,-,"GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3"
162,Lys2_ev_pop1_3,13_3_2835111-3078848_138,287.DR97_6090,0,987,"COG0246@1|root,COG0246@2|Bacteria,1MVZ7@1224|Proteobacteria,1RNIZ@1236|Gammaproteobacteria,1YHK5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Mannitol dehydrogenase Rossmann domain,mtlD,-,"1.1.1.57,1.1.1.67,2.7.1.17","ko:K00040,ko:K00045,ko:K00854","ko00040,ko00051,ko01100,map00040,map00051,map01100","M00014,M00061","R00868,R01639,R02454","RC00002,RC00085,RC00538","ko00000,ko00001,ko00002,ko01000",-,-,-,"Mannitol_dh,Mannitol_dh_C"
163,Lys2_ev_pop2_3,14_3_2890191-3084703_110,287.DR97_6090,0,987,"COG0246@1|root,COG0246@2|Bacteria,1MVZ7@1224|Proteobacteria,1RNIZ@1236|Gammaproteobacteria,1YHK5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Mannitol dehydrogenase Rossmann domain,mtlD,-,"1.1.1.57,1.1.1.67,2.7.1.17","ko:K00040,ko:K00045,ko:K00854","ko00040,ko00051,ko01100,map00040,map00051,map01100","M00014,M00061","R00868,R01639,R02454","RC00002,RC00085,RC00538","ko00000,ko00001,ko00002,ko01000",-,-,-,"Mannitol_dh,Mannitol_dh_C"
164,Lys2_ev_pop2_6,14_6_2811042-3146373_162,287.DR97_6090,0,987,"COG0246@1|root,COG0246@2|Bacteria,1MVZ7@1224|Proteobacteria,1RNIZ@1236|Gammaproteobacteria,1YHK5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Mannitol dehydrogenase Rossmann domain,mtlD,-,"1.1.1.57,1.1.1.67,2.7.1.17","ko:K00040,ko:K00045,ko:K00854","ko00040,ko00051,ko01100,map00040,map00051,map01100","M00014,M00061","R00868,R01639,R02454","RC00002,RC00085,RC00538","ko00000,ko00001,ko00002,ko01000",-,-,-,"Mannitol_dh,Mannitol_dh_C"
165,Lys2_ev_pop1_3,13_3_2835111-3078848_142,287.DR97_6094,1.23999999950067e-315,859,"COG1653@1|root,COG1653@2|Bacteria,1MUNZ@1224|Proteobacteria,1RP01@1236|Gammaproteobacteria,1YDYZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Bacterial extracellular solute-binding protein,mtlE,-,-,ko:K10227,"ko02010,map02010",M00200,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.5,-,-,SBP_bac_1
166,Lys2_ev_pop2_3,14_3_2890191-3084703_114,287.DR97_6094,1.23999999950067e-315,859,"COG1653@1|root,COG1653@2|Bacteria,1MUNZ@1224|Proteobacteria,1RP01@1236|Gammaproteobacteria,1YDYZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Bacterial extracellular solute-binding protein,mtlE,-,-,ko:K10227,"ko02010,map02010",M00200,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.5,-,-,SBP_bac_1
167,Lys2_ev_pop2_6,14_6_2811042-3146373_166,287.DR97_6094,1.23999999950067e-315,859,"COG1653@1|root,COG1653@2|Bacteria,1MUNZ@1224|Proteobacteria,1RP01@1236|Gammaproteobacteria,1YDYZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Bacterial extracellular solute-binding protein,mtlE,-,-,ko:K10227,"ko02010,map02010",M00200,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.5,-,-,SBP_bac_1
168,Lys2_ev_pop1_3,13_3_2835111-3078848_136,287.DR97_6088,3.61E-215,595,"COG0524@1|root,COG0524@2|Bacteria,1MX38@1224|Proteobacteria,1S50Z@1236|Gammaproteobacteria,1YE7C@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,pfkB family carbohydrate kinase,mtlZ,-,2.7.1.4,ko:K00847,"ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100",-,"R00760,R00867,R03920","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PfkB
169,Lys2_ev_pop2_3,14_3_2890191-3084703_108,287.DR97_6088,3.61E-215,595,"COG0524@1|root,COG0524@2|Bacteria,1MX38@1224|Proteobacteria,1S50Z@1236|Gammaproteobacteria,1YE7C@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,pfkB family carbohydrate kinase,mtlZ,-,2.7.1.4,ko:K00847,"ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100",-,"R00760,R00867,R03920","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PfkB
170,Lys2_ev_pop2_6,14_6_2811042-3146373_160,287.DR97_6088,3.61E-215,595,"COG0524@1|root,COG0524@2|Bacteria,1MX38@1224|Proteobacteria,1S50Z@1236|Gammaproteobacteria,1YE7C@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,pfkB family carbohydrate kinase,mtlZ,-,2.7.1.4,ko:K00847,"ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100",-,"R00760,R00867,R03920","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PfkB
171,Lys2_ev_pop1_3,13_3_2835111-3078848_66,287.DR97_6019,0,882,"COG2133@1|root,COG2133@2|Bacteria,1MVK5@1224|Proteobacteria,1RPE8@1236|Gammaproteobacteria,1YF98@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Glucose / Sorbosone dehydrogenase,sndH,-,-,-,-,-,-,-,-,-,-,-,GSDH
172,Lys2_ev_pop1_4,13_4_2839227-3026093_63,287.DR97_6019,0,882,"COG2133@1|root,COG2133@2|Bacteria,1MVK5@1224|Proteobacteria,1RPE8@1236|Gammaproteobacteria,1YF98@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Glucose / Sorbosone dehydrogenase,sndH,-,-,-,-,-,-,-,-,-,-,-,GSDH
173,Lys2_ev_pop2_1,14_1_2921860-3009983_22,287.DR97_6019,0,882,"COG2133@1|root,COG2133@2|Bacteria,1MVK5@1224|Proteobacteria,1RPE8@1236|Gammaproteobacteria,1YF98@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Glucose / Sorbosone dehydrogenase,sndH,-,-,-,-,-,-,-,-,-,-,-,GSDH
174,Lys2_ev_pop2_3,14_3_2890191-3084703_38,287.DR97_6019,0,882,"COG2133@1|root,COG2133@2|Bacteria,1MVK5@1224|Proteobacteria,1RPE8@1236|Gammaproteobacteria,1YF98@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Glucose / Sorbosone dehydrogenase,sndH,-,-,-,-,-,-,-,-,-,-,-,GSDH
175,Lys2_ev_pop2_6,14_6_2811042-3146373_90,287.DR97_6019,0,882,"COG2133@1|root,COG2133@2|Bacteria,1MVK5@1224|Proteobacteria,1RPE8@1236|Gammaproteobacteria,1YF98@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Glucose / Sorbosone dehydrogenase,sndH,-,-,-,-,-,-,-,-,-,-,-,GSDH
176,Lys2_ev_pop3_4,15_4_2934003-2994541_14,287.DR97_6019,0,882,"COG2133@1|root,COG2133@2|Bacteria,1MVK5@1224|Proteobacteria,1RPE8@1236|Gammaproteobacteria,1YF98@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,Glucose / Sorbosone dehydrogenase,sndH,-,-,-,-,-,-,-,-,-,-,-,GSDH
177,Lys2_ev_pop1_3,13_3_2835111-3078848_64,287.DR97_6017,0,1102,"COG1626@1|root,COG1626@2|Bacteria,1MWSM@1224|Proteobacteria,1RMFP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,treA,"GO:0003674,GO:0003824,GO:0004553,GO:0004555,GO:0005575,GO:0005623,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009628,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0104004,GO:1901575",3.2.1.28,ko:K01194,"ko00500,ko01100,map00500,map01100",-,R00010,RC00049,"ko00000,ko00001,ko00537,ko01000",-,GH37,"iAF1260.b1197,iB21_1397.B21_01182,iBWG_1329.BWG_1022,iECBD_1354.ECBD_2425,iECB_1328.ECB_01172,iECDH10B_1368.ECDH10B_1250,iECDH1ME8569_1439.ECDH1ME8569_1136,iECD_1391.ECD_01172,iECUMN_1333.ECUMN_1493,iETEC_1333.ETEC_1301,iEcDH1_1363.EcDH1_2451,iEcHS_1320.EcHS_A1301,iEcolC_1368.EcolC_2429,iJO1366.b1197,iJR904.b1197,iY75_1357.Y75_RS06245",Trehalase
178,Lys2_ev_pop1_4,13_4_2839227-3026093_61,287.DR97_6017,0,1102,"COG1626@1|root,COG1626@2|Bacteria,1MWSM@1224|Proteobacteria,1RMFP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,treA,"GO:0003674,GO:0003824,GO:0004553,GO:0004555,GO:0005575,GO:0005623,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009628,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0104004,GO:1901575",3.2.1.28,ko:K01194,"ko00500,ko01100,map00500,map01100",-,R00010,RC00049,"ko00000,ko00001,ko00537,ko01000",-,GH37,"iAF1260.b1197,iB21_1397.B21_01182,iBWG_1329.BWG_1022,iECBD_1354.ECBD_2425,iECB_1328.ECB_01172,iECDH10B_1368.ECDH10B_1250,iECDH1ME8569_1439.ECDH1ME8569_1136,iECD_1391.ECD_01172,iECUMN_1333.ECUMN_1493,iETEC_1333.ETEC_1301,iEcDH1_1363.EcDH1_2451,iEcHS_1320.EcHS_A1301,iEcolC_1368.EcolC_2429,iJO1366.b1197,iJR904.b1197,iY75_1357.Y75_RS06245",Trehalase
179,Lys2_ev_pop2_1,14_1_2921860-3009983_20,287.DR97_6017,0,1102,"COG1626@1|root,COG1626@2|Bacteria,1MWSM@1224|Proteobacteria,1RMFP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,treA,"GO:0003674,GO:0003824,GO:0004553,GO:0004555,GO:0005575,GO:0005623,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009628,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0104004,GO:1901575",3.2.1.28,ko:K01194,"ko00500,ko01100,map00500,map01100",-,R00010,RC00049,"ko00000,ko00001,ko00537,ko01000",-,GH37,"iAF1260.b1197,iB21_1397.B21_01182,iBWG_1329.BWG_1022,iECBD_1354.ECBD_2425,iECB_1328.ECB_01172,iECDH10B_1368.ECDH10B_1250,iECDH1ME8569_1439.ECDH1ME8569_1136,iECD_1391.ECD_01172,iECUMN_1333.ECUMN_1493,iETEC_1333.ETEC_1301,iEcDH1_1363.EcDH1_2451,iEcHS_1320.EcHS_A1301,iEcolC_1368.EcolC_2429,iJO1366.b1197,iJR904.b1197,iY75_1357.Y75_RS06245",Trehalase
180,Lys2_ev_pop2_3,14_3_2890191-3084703_36,287.DR97_6017,0,1102,"COG1626@1|root,COG1626@2|Bacteria,1MWSM@1224|Proteobacteria,1RMFP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,treA,"GO:0003674,GO:0003824,GO:0004553,GO:0004555,GO:0005575,GO:0005623,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009628,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0104004,GO:1901575",3.2.1.28,ko:K01194,"ko00500,ko01100,map00500,map01100",-,R00010,RC00049,"ko00000,ko00001,ko00537,ko01000",-,GH37,"iAF1260.b1197,iB21_1397.B21_01182,iBWG_1329.BWG_1022,iECBD_1354.ECBD_2425,iECB_1328.ECB_01172,iECDH10B_1368.ECDH10B_1250,iECDH1ME8569_1439.ECDH1ME8569_1136,iECD_1391.ECD_01172,iECUMN_1333.ECUMN_1493,iETEC_1333.ETEC_1301,iEcDH1_1363.EcDH1_2451,iEcHS_1320.EcHS_A1301,iEcolC_1368.EcolC_2429,iJO1366.b1197,iJR904.b1197,iY75_1357.Y75_RS06245",Trehalase
181,Lys2_ev_pop2_6,14_6_2811042-3146373_88,287.DR97_6017,0,1102,"COG1626@1|root,COG1626@2|Bacteria,1MWSM@1224|Proteobacteria,1RMFP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,treA,"GO:0003674,GO:0003824,GO:0004553,GO:0004555,GO:0005575,GO:0005623,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009628,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0104004,GO:1901575",3.2.1.28,ko:K01194,"ko00500,ko01100,map00500,map01100",-,R00010,RC00049,"ko00000,ko00001,ko00537,ko01000",-,GH37,"iAF1260.b1197,iB21_1397.B21_01182,iBWG_1329.BWG_1022,iECBD_1354.ECBD_2425,iECB_1328.ECB_01172,iECDH10B_1368.ECDH10B_1250,iECDH1ME8569_1439.ECDH1ME8569_1136,iECD_1391.ECD_01172,iECUMN_1333.ECUMN_1493,iETEC_1333.ETEC_1301,iEcDH1_1363.EcDH1_2451,iEcHS_1320.EcHS_A1301,iEcolC_1368.EcolC_2429,iJO1366.b1197,iJR904.b1197,iY75_1357.Y75_RS06245",Trehalase
182,Lys2_ev_pop3_4,15_4_2934003-2994541_12,287.DR97_6017,0,1102,"COG1626@1|root,COG1626@2|Bacteria,1MWSM@1224|Proteobacteria,1RMFP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,G,Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,treA,"GO:0003674,GO:0003824,GO:0004553,GO:0004555,GO:0005575,GO:0005623,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009628,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0104004,GO:1901575",3.2.1.28,ko:K01194,"ko00500,ko01100,map00500,map01100",-,R00010,RC00049,"ko00000,ko00001,ko00537,ko01000",-,GH37,"iAF1260.b1197,iB21_1397.B21_01182,iBWG_1329.BWG_1022,iECBD_1354.ECBD_2425,iECB_1328.ECB_01172,iECDH10B_1368.ECDH10B_1250,iECDH1ME8569_1439.ECDH1ME8569_1136,iECD_1391.ECD_01172,iECUMN_1333.ECUMN_1493,iETEC_1333.ETEC_1301,iEcDH1_1363.EcDH1_2451,iEcHS_1320.EcHS_A1301,iEcolC_1368.EcolC_2429,iJO1366.b1197,iJR904.b1197,iY75_1357.Y75_RS06245",Trehalase
183,Lys2_ev_pop1_3,13_3_2835111-3078848_137,287.DR97_6089,0,954,"COG1070@1|root,COG1070@2|Bacteria,1MW4A@1224|Proteobacteria,1RR7X@1236|Gammaproteobacteria,1YFSD@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,"FGGY family of carbohydrate kinases, N-terminal domain",xylB,-,2.7.1.17,"ko:K00854,ko:K19168","ko00040,ko01100,map00040,map01100",M00014,R01639,"RC00002,RC00538","ko00000,ko00001,ko00002,ko01000,ko02048",-,-,-,"FGGY_C,FGGY_N"
184,Lys2_ev_pop2_3,14_3_2890191-3084703_109,287.DR97_6089,0,954,"COG1070@1|root,COG1070@2|Bacteria,1MW4A@1224|Proteobacteria,1RR7X@1236|Gammaproteobacteria,1YFSD@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,"FGGY family of carbohydrate kinases, N-terminal domain",xylB,-,2.7.1.17,"ko:K00854,ko:K19168","ko00040,ko01100,map00040,map01100",M00014,R01639,"RC00002,RC00538","ko00000,ko00001,ko00002,ko01000,ko02048",-,-,-,"FGGY_C,FGGY_N"
185,Lys2_ev_pop2_6,14_6_2811042-3146373_161,287.DR97_6089,0,954,"COG1070@1|root,COG1070@2|Bacteria,1MW4A@1224|Proteobacteria,1RR7X@1236|Gammaproteobacteria,1YFSD@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,G,"FGGY family of carbohydrate kinases, N-terminal domain",xylB,-,2.7.1.17,"ko:K00854,ko:K19168","ko00040,ko01100,map00040,map01100",M00014,R01639,"RC00002,RC00538","ko00000,ko00001,ko00002,ko01000,ko02048",-,-,-,"FGGY_C,FGGY_N"
186,Lys2_ev_pop1_3,13_3_2835111-3078848_133,287.DR97_6085,4.19E-283,775,"COG1960@1|root,COG1960@2|Bacteria,1MYND@1224|Proteobacteria,1RNBN@1236|Gammaproteobacteria,1YF31@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,acyl-CoA dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
187,Lys2_ev_pop1_3,13_3_2835111-3078848_146,287.DR97_6102,5.54E-244,671,"COG1960@1|root,COG1960@2|Bacteria,1NDQ8@1224|Proteobacteria,1S0J8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,I,acyl-CoA dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_1,Acyl-CoA_dh_N"
188,Lys2_ev_pop1_3,13_3_2835111-3078848_152,287.DR97_6108,4.02E-299,816,"COG1960@1|root,COG1960@2|Bacteria,1MYND@1224|Proteobacteria,1RNBN@1236|Gammaproteobacteria,1YF31@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,acyl-CoA dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
189,Lys2_ev_pop1_3,13_3_2835111-3078848_134,287.DR97_6086,8.97E-292,797,"COG1960@1|root,COG1960@2|Bacteria,1MYND@1224|Proteobacteria,1RNBN@1236|Gammaproteobacteria,1YD9S@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,"Acyl-CoA dehydrogenase, C-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
190,Lys2_ev_pop1_3,13_3_2835111-3078848_151,287.DR97_6107,2.68E-293,801,"COG1960@1|root,COG1960@2|Bacteria,1MYND@1224|Proteobacteria,1RNBN@1236|Gammaproteobacteria,1YCT7@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,"Acyl-CoA dehydrogenase, C-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
191,Lys2_ev_pop2_3,14_3_2890191-3084703_105,287.DR97_6085,4.19E-283,775,"COG1960@1|root,COG1960@2|Bacteria,1MYND@1224|Proteobacteria,1RNBN@1236|Gammaproteobacteria,1YF31@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,acyl-CoA dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
192,Lys2_ev_pop2_3,14_3_2890191-3084703_118,287.DR97_6102,5.54E-244,671,"COG1960@1|root,COG1960@2|Bacteria,1NDQ8@1224|Proteobacteria,1S0J8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,I,acyl-CoA dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_1,Acyl-CoA_dh_N"
193,Lys2_ev_pop2_3,14_3_2890191-3084703_124,287.DR97_6108,4.02E-299,816,"COG1960@1|root,COG1960@2|Bacteria,1MYND@1224|Proteobacteria,1RNBN@1236|Gammaproteobacteria,1YF31@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,acyl-CoA dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
